           1  -2.3211337211406757     
           2  -2.3211337211406757     
           3  -2.3211337211406757     
           4  -2.3211337211406757     
           5  -2.3211337211406757     
           6  -2.3211337211406757     
           7  -2.3211337211406757     
           8  -8.7782898577852411     
           9  -8.7782898577852411     
          10  -8.7782898577852411     
          11  -20432.409342470706     
          12  -8.7782898577852411     
          13  -8.7782898577852411     
          14  -8.7782898577852411     
          15  -8.7782898577852411     
          16  -8.7782898577852411     
          17  -8.7782898577852411     
          18  -2.3211337211406757     
          19  -2.3211337211406757     
          20  -2.3211337211406757     
          21  -2.3211337211406757     
          22  -2.3211337211406757     
          23  -2.3211337211406757     
          24  -2.3211337211406757     
          25  -2.3211337211406757     
          26  -2.3211337211406757     
          27  -2.3211337211406757     
          28  -2.3211337211406757     
          29  -2.3211337211406757     
          30  -2.3211337211406757     
          31   6.0368687330185200E-154
 
           1  -1.1546589719925737     
           2  -1.1546589719925737     
           3  -1.1546589719925737     
           4  -1.1546589719925737     
           5  -1.1546589719925737     
           6  -1.1546589719925737     
           7  -1.1546589719925737     
           8  -2.8002604596028968     
           9  -2.8002604596028968     
          10  -2.8002604596028968     
          11  -885.71511666639628     
          12  -2.8002604596028968     
          13  -2.8002604596028968     
          14  -2.8002604596028968     
          15  -2.8002604596028968     
          16  -2.8002604596028968     
          17  -2.8002604596028968     
          18  -1.1546589719925737     
          19  -1.1546589719925737     
          20  -1.1546589719925737     
          21  -1.1546589719925737     
          22  -1.1546589719925737     
          23  -1.1546589719925737     
          24  -1.1546589719925737     
          25  -1.1546589719925737     
          26  -1.1546589719925737     
          27  -1.1546589719925737     
          28  -1.1546589719925737     
          29  -1.1546589719925737     
          30  -1.1546589719925737     
          31   6.0134703740351405E-154
 
           1 -0.68635379839118038     
           2 -0.68635379839118038     
           3 -0.68635379839118038     
           4 -0.68635379839118038     
           5 -0.68635379839118038     
           6 -0.68635379839118038     
           7 -0.68635379839118038     
           8  -1.1951241057188808     
           9  -1.1951241057188808     
          10  -1.1951241057188808     
          11  -55.303935929462959     
          12  -1.1951241057188808     
          13  -1.1951241057188808     
          14  -1.1951241057188808     
          15  -1.1951241057188808     
          16  -1.1951241057188808     
          17  -1.1951241057188808     
          18 -0.68635379839118038     
          19 -0.68635379839118038     
          20 -0.68635379839118038     
          21 -0.68635379839118038     
          22 -0.68635379839118038     
          23 -0.68635379839118038     
          24 -0.68635379839118038     
          25 -0.68635379839118038     
          26 -0.68635379839118038     
          27 -0.68635379839118038     
          28 -0.68635379839118038     
          29 -0.68635379839118038     
          30 -0.68635379839118038     
          31   6.0367773317840917E-154
 
           1  -1.7525584683992939E-002
           2  -1.7525584683992939E-002
           3  -1.7525584683992939E-002
           4  -1.7525584683992939E-002
           5  -1.7525584683992939E-002
           6  -1.7525584683992939E-002
           7  -1.7525584683992939E-002
           8  0.17643424009542619     
           9  0.17643424009542619     
          10  0.17643424009542619     
          11  -9.5096824437647578E-003
          12  0.17643424009542619     
          13  0.17643424009542619     
          14  0.17643424009542619     
          15  0.17643424009542619     
          16  0.17643424009542619     
          17  0.17643424009542619     
          18  -1.7525584683992939E-002
          19  -1.7525584683992939E-002
          20  -1.7525584683992939E-002
          21  -1.7525584683992939E-002
          22  -1.7525584683992939E-002
          23  -1.7525584683992939E-002
          24  -1.7525584683992939E-002
          25  -1.7525584683992939E-002
          26  -1.7525584683992939E-002
          27  -1.7525584683992939E-002
          28  -1.7525584683992939E-002
          29  -1.7525584683992939E-002
          30  -1.7525584683992939E-002
          31   3.2526675332639060E-086
 
           1  0.63888140780997227     
           2  0.63888140780997227     
           3  0.63888140780997227     
           4  0.63888140780997227     
           5  0.63888140780997227     
           6  0.63888140780997227     
           7  0.63888140780997227     
           8  0.40407493610742651     
           9  0.40407493610742651     
          10  0.40407493610742651     
          11   8.5872878913373207E-003
          12  0.40407493610742651     
          13  0.40407493610742651     
          14  0.40407493610742651     
          15  0.40407493610742651     
          16  0.40407493610742651     
          17  0.40407493610742651     
          18  0.63888140780997227     
          19  0.63888140780997227     
          20  0.63888140780997227     
          21  0.63888140780997227     
          22  0.63888140780997227     
          23  0.63888140780997227     
          24  0.63888140780997227     
          25  0.63888140780997227     
          26  0.63888140780997227     
          27  0.63888140780997227     
          28  0.63888140780997227     
          29  0.63888140780997227     
          30  0.63888140780997227     
          31   1.3973685027430167E-076
 
           1   1.0603223468315170     
           2   1.0603223468315170     
           3   1.0603223468315170     
           4   1.0603223468315170     
           5   1.0603223468315170     
           6   1.0603223468315170     
           7   1.0603223468315170     
           8   1.3118739943601119     
           9   1.3118739943601119     
          10   1.3118739943601119     
          11   73.469424148336813     
          12   1.3118739943601119     
          13   1.3118739943601119     
          14   1.3118739943601119     
          15   1.3118739943601119     
          16   1.3118739943601119     
          17   1.3118739943601119     
          18   1.0603223468315170     
          19   1.0603223468315170     
          20   1.0603223468315170     
